net,val_accs,aa_apgd-ce@Linf_eps-0.1,aa_apgd-ce@Linf_eps-0.5,aa_apgd-ce@Linf_eps-1.0,aa_apgd-ce@Linf_eps-2.0,aa_apgd-ce@Linf_eps-3.0,aa_apgd-ce@Linf_eps-4.0,aa_apgd-ce@Linf_eps-8.0,aa_square@Linf_eps-0.1,aa_square@Linf_eps-0.5,aa_square@Linf_eps-1.0,aa_square@Linf_eps-2.0,aa_square@Linf_eps-3.0,aa_square@Linf_eps-4.0,aa_square@Linf_eps-8.0,fgsm@Linf_eps-0.1,fgsm@Linf_eps-0.5,fgsm@Linf_eps-1.0,fgsm@Linf_eps-2.0,fgsm@Linf_eps-3.0,fgsm@Linf_eps-4.0,fgsm@Linf_eps-5.0,fgsm@Linf_eps-6.0,fgsm@Linf_eps-7.0,fgsm@Linf_eps-8.0,fgsm@Linf_eps-255.0,pgd@Linf_eps-0.1,pgd@Linf_eps-0.5,pgd@Linf_eps-1.0,pgd@Linf_eps-2.0,pgd@Linf_eps-3.0,pgd@Linf_eps-4.0,pgd@Linf_eps-8.0
"(4, 3, 0, 4, 3, 4)",78.62,79.3,55.900000000000006,26.200000000000003,2.0,0.1,0.0,0.0,82.1,74.6,61.8,35.699999999999996,17.299999999999997,7.6,0.7000000000000001,79.5,60.199999999999996,39.300000000000004,17.1,8.799999999999999,5.5,4.2,3.5999999999999996,3.3000000000000003,3.4000000000000004,10.0,80.0,61.0,35.6,6.9,0.7000000000000001,0.0,0.0
"(0, 4, 0, 4, 2, 1)",88.83,85.6,41.8,7.199999999999999,0.1,0.0,0.0,0.0,90.0,78.10000000000001,59.199999999999996,26.0,10.2,4.3,0.4,86.2,61.5,43.6,30.5,26.900000000000002,25.3,24.2,23.1,21.6,20.5,10.100000000000001,86.6,54.6,21.3,2.9000000000000004,0.4,0.1,0.0
"(3, 2, 3, 3, 1, 1)",85.77,82.19999999999999,46.1,11.3,0.2,0.0,0.0,0.0,85.9,74.8,56.99999999999999,26.200000000000003,9.3,3.2,0.3,82.6,57.9,36.4,18.2,12.2,9.6,8.4,7.8,7.7,7.5,9.9,83.1,55.300000000000004,23.400000000000002,2.1,0.1,0.0,0.0
"(2, 1, 0, 1, 1, 2)",84.13,80.80000000000001,48.8,14.7,0.3,0.0,0.0,0.0,84.1,74.0,56.99999999999999,26.5,9.3,2.7,0.2,81.10000000000001,55.60000000000001,29.599999999999998,8.0,2.5,1.2,0.8999999999999999,0.7000000000000001,0.7000000000000001,0.7000000000000001,7.3999999999999995,81.8,55.400000000000006,24.6,2.0,0.1,0.0,0.0
"(4, 3, 0, 3, 4, 0)",82.23,82.0,54.400000000000006,21.5,0.8,0.0,0.0,0.0,84.89999999999999,76.5,63.3,36.199999999999996,18.099999999999998,7.000000000000001,0.8999999999999999,82.19999999999999,59.8,37.6,15.5,7.9,5.6000000000000005,4.7,4.2,4.2,4.3,10.0,82.5,59.9,32.5,4.5,0.4,0.0,0.0
"(3, 4, 1, 2, 3, 2)",88.98,87.4,52.6,17.7,1.7000000000000002,0.2,0.0,0.0,90.8,81.10000000000001,65.2,34.8,18.5,9.9,1.0,87.9,69.8,59.3,52.2,49.4,47.599999999999994,45.6,43.5,41.3,38.7,9.6,88.2,63.800000000000004,38.5,15.7,6.5,2.7,0.2
"(4, 2, 0, 0, 1, 3)",88.76,88.0,52.2,13.3,0.6,0.0,0.0,0.0,91.0,80.9,63.5,31.8,13.4,5.800000000000001,0.2,88.4,68.5,53.1,40.1,35.199999999999996,32.4,30.7,29.299999999999997,28.299999999999997,26.8,10.6,88.7,63.0,32.2,6.9,1.7000000000000002,0.4,0.0
"(0, 3, 0, 0, 0, 0)",71.93,70.8,36.5,7.199999999999999,0.0,0.0,0.0,0.0,76.0,64.5,47.099999999999994,19.7,7.1,3.0,0.7000000000000001,70.89999999999999,43.0,19.6,5.0,2.9000000000000004,2.3,1.7000000000000002,1.4000000000000001,1.0,1.0,10.0,71.5,43.2,15.0,0.5,0.0,0.0,0.0
"(4, 3, 3, 0, 3, 2)",88.24,87.1,52.800000000000004,15.9,1.4000000000000001,0.1,0.0,0.0,90.5,80.2,63.3,31.7,15.0,7.7,1.0,87.4,67.2,53.2,43.6,39.900000000000006,38.0,36.5,35.3,33.900000000000006,32.2,10.299999999999999,87.8,62.5,35.0,11.4,4.1000000000000005,1.5,0.0
"(2, 0, 1, 2, 0, 1)",88.36,87.0,48.9,12.1,0.4,0.0,0.0,0.0,90.5,79.7,62.4,30.0,12.9,5.6000000000000005,0.4,87.3,65.7,49.5,37.5,32.800000000000004,30.5,28.7,26.8,25.0,23.599999999999998,9.9,87.8,60.0,29.599999999999998,6.2,1.3,0.3,0.0
"(0, 2, 0, 0, 4, 3)",84.35,80.2,34.0,4.3999999999999995,0.0,0.0,0.0,0.0,85.5,72.2,51.800000000000004,20.4,6.6000000000000005,2.1,0.4,80.7,48.4,25.2,10.0,6.5,5.4,5.1,4.9,5.0,5.0,10.0,81.39999999999999,44.3,12.5,0.5,0.0,0.0,0.0
"(2, 2, 3, 2, 3, 0)",89.91,88.9,55.7,19.2,1.3,0.1,0.0,0.0,91.9,83.39999999999999,68.7,38.4,19.5,9.700000000000001,0.6,89.1,73.7,63.6,57.199999999999996,54.0,51.4,49.7,47.5,45.0,42.1,9.9,89.4,67.4,42.8,15.4,5.2,1.7000000000000002,0.0
"(3, 4, 1, 0, 0, 3)",86.35,83.39999999999999,42.8,8.7,0.2,0.0,0.0,0.0,87.6,75.6,56.49999999999999,25.1,9.1,3.0,0.2,84.1,60.0,41.9,27.800000000000004,22.0,19.900000000000002,18.6,17.4,16.400000000000002,15.8,10.6,84.5,53.800000000000004,22.2,2.5,0.2,0.0,0.0
"(4, 0, 1, 3, 1, 4)",74.36,78.7,67.2,49.9,21.3,6.3,1.4000000000000001,0.0,79.5,71.39999999999999,59.4,37.1,19.6,8.9,0.3,78.8,68.5,54.800000000000004,34.9,22.400000000000002,15.4,11.3,8.799999999999999,7.199999999999999,6.2,9.9,78.9,69.5,55.2,30.599999999999998,14.299999999999999,5.8999999999999995,0.1
"(2, 4, 1, 2, 3, 0)",88.51,88.0,56.699999999999996,20.1,1.7999999999999998,0.1,0.0,0.0,90.7,82.1,67.7,38.6,19.7,10.5,1.0999999999999999,88.2,70.19999999999999,56.2,44.800000000000004,40.699999999999996,38.800000000000004,38.1,36.9,35.699999999999996,33.7,10.0,88.7,66.0,38.3,12.6,4.2,1.5,0.0
"(2, 3, 4, 1, 4, 3)",86.7,86.6,61.7,26.6,2.4,0.2,0.0,0.0,88.8,80.2,66.8,37.2,17.2,8.0,0.5,86.7,68.4,51.2,35.199999999999996,29.599999999999998,27.3,26.200000000000003,25.2,24.0,23.3,9.0,87.0,67.4,40.9,11.899999999999999,3.6999999999999997,1.3,0.0
"(3, 1, 3, 1, 3, 2)",85.96,83.39999999999999,46.6,11.1,0.1,0.0,0.0,0.0,87.1,75.5,58.199999999999996,26.400000000000002,9.700000000000001,3.0,0.4,83.8,59.199999999999996,37.6,18.4,12.2,9.700000000000001,8.4,7.8,7.000000000000001,7.000000000000001,9.9,84.39999999999999,56.3,23.400000000000002,2.1,0.1,0.0,0.0
"(3, 0, 0, 3, 0, 4)",84.82,83.6,52.7,16.6,0.3,0.0,0.0,0.0,86.3,75.8,58.8,26.200000000000003,9.1,2.6,0.0,83.8,59.8,34.9,13.700000000000001,8.4,6.9,6.1,5.6000000000000005,5.3,5.0,10.0,84.2,59.699999999999996,27.6,3.0,0.2,0.0,0.0
"(2, 4, 0, 1, 3, 0)",86.45,83.89999999999999,42.0,7.6,0.0,0.0,0.0,0.0,87.8,75.5,55.400000000000006,21.8,6.2,2.0,0.1,84.3,54.7,29.299999999999997,12.2,7.9,6.6000000000000005,6.3,6.6000000000000005,7.000000000000001,7.5,10.0,84.8,51.9,17.4,1.5,0.0,0.0,0.0
"(0, 1, 4, 4, 3, 2)",86.06,85.2,57.599999999999994,22.7,2.0,0.2,0.0,0.0,88.0,78.9,64.9,35.199999999999996,16.1,7.000000000000001,0.6,85.39999999999999,65.5,45.5,28.299999999999997,22.400000000000002,20.200000000000003,19.400000000000002,19.0,18.9,18.7,10.0,85.8,64.3,36.0,8.7,2.8000000000000003,0.8999999999999999,0.0
"(2, 0, 0, 1, 1, 1)",84.19,81.8,51.4,16.900000000000002,0.4,0.0,0.0,0.0,84.7,74.3,57.599999999999994,26.900000000000002,9.4,3.0,0.2,81.89999999999999,57.699999999999996,31.5,8.6,3.0,1.4000000000000001,1.0,0.8,0.8,0.8,10.0,82.39999999999999,57.99999999999999,27.400000000000002,2.6,0.1,0.0,0.0
"(1, 1, 1, 2, 4, 2)",10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
"(3, 4, 4, 0, 4, 0)",78.89,80.80000000000001,57.199999999999996,26.0,1.3,0.0,0.0,0.0,83.39999999999999,75.6,63.2,36.9,16.6,6.6000000000000005,0.5,81.0,62.0,41.099999999999994,17.9,9.4,6.3,5.1,4.7,4.7,5.0,10.6,81.39999999999999,62.1,36.7,6.4,0.5,0.0,0.0
"(3, 1, 0, 4, 0, 0)",87.0,85.6,51.6,14.000000000000002,0.2,0.0,0.0,0.0,88.3,78.4,61.9,28.9,10.299999999999999,3.3000000000000003,0.3,85.8,62.0,38.9,18.9,12.4,10.100000000000001,8.7,8.0,7.7,7.6,10.0,86.2,60.0,26.700000000000003,2.5,0.1,0.0,0.0
"(4, 1, 4, 3, 0, 4)",75.38,78.2,65.7,48.3,18.0,4.2,0.7000000000000001,0.0,79.60000000000001,73.0,62.7,41.3,23.599999999999998,12.1,0.8999999999999999,78.3,66.7,53.2,31.900000000000002,18.8,11.899999999999999,8.1,6.1,4.9,4.3,8.4,78.60000000000001,67.80000000000001,53.800000000000004,27.700000000000003,11.3,3.6999999999999997,0.0
"(0, 0, 4, 0, 1, 1)",70.77,72.5,59.9,41.8,14.7,4.0,0.8999999999999999,0.0,74.0,65.60000000000001,53.1,28.999999999999996,13.4,6.2,0.7000000000000001,72.5,60.8,45.9,25.0,13.100000000000001,8.0,4.9,3.5999999999999996,3.0,2.5,9.8,72.8,62.0,46.7,22.400000000000002,9.2,3.0,0.0
"(2, 1, 2, 4, 3, 4)",89.09,87.8,52.5,15.5,0.8999999999999999,0.1,0.0,0.0,90.7,81.10000000000001,64.7,34.0,15.8,7.3,0.3,88.1,70.1,58.4,49.0,45.2,42.6,40.5,38.3,35.9,33.4,10.299999999999999,88.3,63.9,37.5,12.2,3.9,1.0999999999999999,0.0
"(2, 1, 0, 4, 1, 3)",88.91,88.3,60.4,22.900000000000002,1.2,0.0,0.0,0.0,90.5,81.69999999999999,67.30000000000001,36.3,16.6,7.5,0.5,88.6,70.5,53.800000000000004,38.800000000000004,32.2,28.799999999999997,26.900000000000002,25.6,24.4,23.200000000000003,10.0,88.9,68.2,40.0,11.1,2.6,0.5,0.0
"(4, 2, 0, 3, 1, 4)",87.95,86.6,56.39999999999999,19.5,1.2,0.0,0.0,0.0,89.3,79.3,63.6,32.1,14.499999999999998,6.800000000000001,0.5,86.9,66.2,48.8,34.8,30.099999999999998,28.199999999999996,27.200000000000003,26.6,26.400000000000002,25.900000000000002,9.9,87.3,64.1,35.3,9.3,2.4,0.6,0.0
"(1, 4, 0, 2, 2, 4)",76.12,76.5,61.8,39.800000000000004,10.6,1.5,0.2,0.0,78.7,74.4,66.60000000000001,49.0,32.6,20.7,4.1000000000000005,76.6,63.2,45.7,21.8,9.9,4.2,2.1,1.0999999999999999,0.8,0.6,9.6,76.9,64.4,46.300000000000004,18.4,5.0,1.0,0.0
"(4, 0, 3, 2, 0, 3)",87.5,87.0,61.1,25.0,2.0,0.3,0.1,0.0,89.4,81.0,67.5,37.3,17.5,8.1,0.6,87.3,69.6,52.0,35.5,29.9,28.1,27.0,26.400000000000002,26.400000000000002,26.3,10.299999999999999,87.6,67.80000000000001,40.400000000000006,11.3,3.2,1.2,0.1
"(2, 3, 4, 0, 1, 1)",70.51,72.5,59.9,41.8,14.7,4.0,0.8999999999999999,0.0,74.0,65.60000000000001,53.1,28.999999999999996,13.4,6.2,0.7000000000000001,72.5,60.8,45.9,25.0,13.100000000000001,8.0,4.9,3.5999999999999996,3.0,2.5,9.8,72.8,62.0,46.7,22.400000000000002,9.2,3.0,0.0
"(2, 3, 2, 1, 2, 0)",89.37,88.6,56.3,18.8,1.4000000000000001,0.1,0.0,0.0,91.8,82.5,67.10000000000001,36.8,18.099999999999998,8.9,0.4,89.1,73.6,64.3,57.099999999999994,53.6,50.8,48.0,45.1,42.0,39.0,9.9,89.5,67.5,43.5,16.400000000000002,5.6000000000000005,2.0,0.0
"(4, 3, 3, 3, 3, 3)",87.15,84.89999999999999,46.9,11.1,0.2,0.0,0.0,0.0,88.2,76.6,59.0,27.0,10.6,4.0,0.2,85.39999999999999,62.6,44.9,30.9,25.7,23.3,21.5,20.5,19.7,19.0,10.9,85.7,57.49999999999999,25.8,3.8,0.6,0.1,0.0
"(4, 2, 0, 2, 2, 0)",89.1,87.7,50.1,13.200000000000001,0.8,0.0,0.0,0.0,91.0,80.30000000000001,63.3,30.7,14.399999999999999,6.9,0.6,88.1,67.0,52.300000000000004,41.3,37.2,34.699999999999996,32.800000000000004,31.6,30.3,28.9,10.0,88.5,61.4,31.0,7.8,1.7999999999999998,0.4,0.0
"(2, 3, 4, 4, 4, 4)",84.75,85.1,66.5,38.2,6.6000000000000005,0.7000000000000001,0.1,0.0,87.2,79.7,69.19999999999999,43.7,23.9,12.1,0.7000000000000001,85.2,70.1,52.7,32.1,22.900000000000002,18.4,15.6,13.900000000000002,13.0,12.3,9.8,85.5,70.3,48.3,17.0,5.0,1.4000000000000001,0.1
"(1, 0, 4, 4, 0, 4)",68.58,70.89999999999999,59.9,44.6,19.0,5.8999999999999995,1.7000000000000002,0.0,72.3,65.4,54.900000000000006,33.5,18.5,8.9,1.0,70.8,60.4,47.8,27.6,15.299999999999999,8.4,5.1,3.4000000000000004,2.4,1.9,9.6,71.1,61.3,48.9,26.3,11.700000000000001,4.5,0.1
"(3, 1, 3, 4, 3, 3)",87.45,85.0,45.0,9.6,0.2,0.0,0.0,0.0,88.4,76.8,58.5,26.900000000000002,10.100000000000001,3.3000000000000003,0.2,85.39999999999999,61.7,44.2,28.9,23.0,19.5,17.299999999999997,15.8,14.7,13.700000000000001,10.6,85.7,56.10000000000001,24.3,2.5,0.2,0.0,0.0
"(0, 3, 2, 3, 3, 0)",88.93,87.0,49.4,11.600000000000001,0.3,0.0,0.0,0.0,90.5,80.0,62.9,29.5,12.2,4.6,0.3,87.5,65.3,47.9,32.5,27.1,24.7,22.7,21.099999999999998,20.1,19.0,10.5,87.9,60.5,27.200000000000003,4.2,0.6,0.1,0.0
"(1, 3, 0, 0, 4, 3)",86.97,85.8,51.5,13.100000000000001,0.2,0.0,0.0,0.0,88.9,79.0,63.1,30.0,11.5,3.8,0.3,86.2,63.6,41.3,22.0,15.7,12.9,11.0,9.700000000000001,9.0,8.6,10.0,86.5,60.5,26.5,2.5,0.1,0.0,0.0
"(4, 0, 2, 1, 1, 3)",89.22,87.1,51.1,13.200000000000001,0.4,0.0,0.0,0.0,90.7,80.10000000000001,63.1,30.099999999999998,13.200000000000001,5.6000000000000005,0.4,87.5,66.4,49.4,36.3,32.1,30.0,28.199999999999996,26.8,24.9,23.3,9.700000000000001,87.9,61.7,30.099999999999998,6.0,1.3,0.4,0.0
"(1, 1, 1, 1, 0, 4)",10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
"(4, 3, 2, 2, 4, 3)",87.16,87.3,55.50000000000001,18.9,2.1,0.4,0.1,0.0,90.0,80.5,65.0,33.800000000000004,15.9,7.000000000000001,0.5,87.5,67.0,50.3,37.6,33.300000000000004,31.0,29.9,28.599999999999998,27.700000000000003,26.5,9.5,87.8,64.1,35.3,10.5,3.9,2.0,0.1
"(2, 2, 3, 3, 4, 3)",89.64,89.5,58.599999999999994,22.8,3.1,0.7000000000000001,0.2,0.0,92.2,83.39999999999999,69.1,40.300000000000004,22.0,12.0,1.4000000000000001,89.9,73.8,64.1,56.99999999999999,53.800000000000004,51.4,49.5,47.3,44.9,42.199999999999996,7.8,90.10000000000001,68.60000000000001,45.1,20.7,10.4,5.800000000000001,0.8
"(2, 1, 2, 3, 0, 2)",89.33,88.3,52.300000000000004,17.8,1.3,0.1,0.0,0.0,91.7,81.3,66.0,36.4,18.9,10.4,1.2,88.8,72.39999999999999,64.0,57.9,55.2,52.800000000000004,50.5,47.699999999999996,44.9,42.199999999999996,9.6,89.1,65.0,42.0,17.7,7.3,3.2,0.2
"(3, 0, 2, 3, 3, 2)",89.0,87.7,51.6,14.299999999999999,0.8,0.0,0.0,0.0,90.8,80.30000000000001,63.800000000000004,32.300000000000004,14.7,6.9,0.5,88.0,68.0,53.2,42.699999999999996,39.6,38.2,36.7,35.3,34.0,32.7,9.8,88.4,62.6,32.6,8.6,2.5,0.8,0.0
"(3, 4, 4, 3, 4, 1)",82.86,83.39999999999999,62.7,33.300000000000004,4.1000000000000005,0.2,0.0,0.0,85.9,78.5,67.60000000000001,42.699999999999996,22.6,11.1,0.6,83.6,67.2,48.8,28.1,18.9,14.7,12.3,11.1,10.4,9.9,10.0,84.0,67.2,43.6,12.9,2.9000000000000004,0.6,0.0
"(2, 4, 3, 1, 2, 3)",89.49,88.4,53.300000000000004,17.7,1.9,0.2,0.0,0.0,91.4,82.0,65.4,34.599999999999994,17.2,8.6,0.7000000000000001,88.9,71.1,60.8,53.2,50.2,48.4,46.400000000000006,44.6,42.9,40.9,10.2,89.2,64.8,39.2,16.1,7.3,3.3000000000000003,0.2
"(0, 1, 0, 2, 4, 4)",83.08,82.3,57.199999999999996,24.6,1.4000000000000001,0.0,0.0,0.0,84.7,76.1,62.0,32.9,14.2,5.2,0.5,82.39999999999999,62.6,39.4,15.1,6.800000000000001,4.0,2.8000000000000003,2.3,2.0,1.7999999999999998,10.0,82.89999999999999,63.2,35.099999999999994,6.0,0.5,0.0,0.0
"(3, 2, 4, 4, 0, 1)",84.56,83.3,53.6,17.8,0.5,0.0,0.0,0.0,86.4,75.8,59.099999999999994,27.700000000000003,9.9,3.0,0.1,83.6,61.8,40.699999999999996,21.2,14.7,12.3,11.5,11.1,10.6,10.6,10.0,84.0,60.5,30.9,4.3,0.4,0.1,0.0
"(2, 3, 0, 3, 4, 4)",89.87,89.4,61.1,23.799999999999997,1.9,0.1,0.0,0.0,91.8,83.39999999999999,69.1,38.800000000000004,19.0,8.799999999999999,0.6,89.60000000000001,71.39999999999999,56.599999999999994,44.0,39.4,37.0,35.699999999999996,35.0,34.2,33.6,10.0,89.9,69.1,42.199999999999996,13.600000000000001,4.0,1.0,0.0
"(0, 3, 0, 4, 1, 0)",82.64,82.6,55.2,20.0,0.6,0.0,0.0,0.0,85.7,76.8,63.5,34.9,15.1,5.4,0.4,82.89999999999999,61.7,39.2,16.5,8.7,5.7,4.5,4.3,4.2,4.3,10.100000000000001,83.39999999999999,61.1,32.0,4.2,0.4,0.0,0.0
"(0, 3, 4, 2, 4, 4)",81.09,81.8,58.599999999999994,26.700000000000003,2.0,0.0,0.0,0.0,84.39999999999999,76.3,63.5,35.8,16.5,6.800000000000001,0.5,81.89999999999999,63.0,41.199999999999996,17.1,8.6,5.0,3.5000000000000004,2.8000000000000003,2.5,2.4,8.799999999999999,82.39999999999999,63.4,37.0,6.7,0.8,0.1,0.0
"(2, 1, 1, 1, 4, 2)",84.47,85.2,66.9,38.800000000000004,7.3999999999999995,1.2,0.2,0.0,87.0,79.5,67.80000000000001,41.0,21.099999999999998,10.0,0.5,85.39999999999999,70.89999999999999,54.400000000000006,34.4,24.5,19.1,16.7,15.1,14.399999999999999,14.099999999999998,10.4,85.7,71.0,49.3,19.400000000000002,6.6000000000000005,2.5,0.1
"(1, 2, 3, 4, 1, 4)",88.05,86.4,52.7,16.2,1.0,0.1,0.0,0.0,89.60000000000001,79.80000000000001,64.7,34.5,16.2,8.200000000000001,0.8,86.8,67.0,51.2,38.4,33.300000000000004,30.7,28.9,27.400000000000002,26.0,24.6,10.2,87.2,62.0,32.9,9.4,3.2,1.0,0.0
"(4, 2, 2, 1, 4, 4)",85.18,84.3,50.2,15.299999999999999,1.0999999999999999,0.1,0.0,0.0,87.8,77.7,61.1,30.4,13.600000000000001,6.9,1.0,84.6,61.199999999999996,41.5,26.8,22.1,20.3,19.7,19.400000000000002,19.2,18.9,10.0,85.0,58.599999999999994,28.599999999999998,6.9,2.1999999999999997,0.8,0.0
"(1, 1, 3, 4, 2, 2)",85.63,82.3,43.6,9.4,0.1,0.0,0.0,0.0,85.9,73.8,55.300000000000004,23.3,7.6,2.1999999999999997,0.2,82.69999999999999,56.99999999999999,34.4,16.8,11.5,9.1,8.200000000000001,7.5,7.000000000000001,6.6000000000000005,10.0,83.2,53.5,20.7,1.6,0.1,0.0,0.0
"(2, 3, 4, 3, 1, 2)",88.45,87.8,52.2,16.6,1.3,0.0,0.0,0.0,91.0,80.9,65.0,36.1,18.2,9.5,0.8999999999999999,88.2,69.6,56.00000000000001,44.0,38.9,35.9,33.4,30.8,28.499999999999996,26.0,10.5,88.6,63.5,35.6,10.100000000000001,3.2,1.0,0.0
"(3, 4, 0, 2, 4, 1)",87.06,84.5,50.8,13.5,0.2,0.0,0.0,0.0,87.6,77.10000000000001,60.099999999999994,27.800000000000004,9.2,2.9000000000000004,0.2,84.7,60.3,37.2,17.4,11.600000000000001,8.7,7.6,7.000000000000001,6.800000000000001,7.000000000000001,8.0,85.3,58.8,26.5,2.4,0.2,0.0,0.0
"(1, 2, 1, 1, 4, 2)",86.88,85.3,49.1,15.2,1.0999999999999999,0.2,0.2,0.0,89.1,77.2,59.699999999999996,29.5,13.600000000000001,6.6000000000000005,0.5,85.8,66.8,54.6,46.300000000000004,42.699999999999996,40.6,39.2,38.0,36.4,34.8,9.9,86.2,60.099999999999994,35.199999999999996,12.0,3.9,1.5,0.3
"(3, 2, 4, 3, 4, 2)",88.55,87.8,57.699999999999996,20.7,2.0,0.3,0.0,0.0,90.7,81.8,68.0,38.7,20.0,10.2,0.8999999999999999,88.1,70.6,57.599999999999994,47.0,42.8,41.0,39.6,38.4,36.9,35.3,10.9,88.5,66.4,40.5,14.099999999999998,5.800000000000001,2.5,0.1
"(0, 0, 0, 2, 1, 2)",90.35,88.1,52.6,16.5,0.8999999999999999,0.0,0.0,0.0,91.3,82.0,66.7,38.4,20.599999999999998,10.7,1.0,88.6,71.7,62.6,55.400000000000006,51.7,49.2,46.300000000000004,43.1,40.2,37.1,12.7,88.9,65.5,41.099999999999994,14.2,4.6,1.4000000000000001,0.0
"(2, 4, 2, 3, 2, 0)",89.47,88.8,57.099999999999994,20.9,1.5,0.1,0.0,0.0,91.4,83.0,68.30000000000001,39.300000000000004,19.900000000000002,10.100000000000001,0.8,89.1,71.2,58.199999999999996,48.1,43.8,41.699999999999996,40.2,38.9,37.2,35.4,10.6,89.5,66.7,40.6,14.099999999999998,5.1,1.7000000000000002,0.0
"(2, 4, 4, 1, 3, 3)",87.97,87.1,53.1,15.9,1.0999999999999999,0.1,0.0,0.0,90.0,81.0,65.7,35.6,16.8,7.8,0.4,87.5,67.80000000000001,53.2,41.8,37.5,34.4,32.9,31.2,29.7,28.000000000000004,9.9,87.8,63.3,34.699999999999996,9.0,2.3,0.6,0.0
"(4, 3, 0, 2, 2, 0)",87.79,86.4,51.9,14.7,0.7000000000000001,0.0,0.0,0.0,89.60000000000001,78.8,60.699999999999996,28.299999999999997,11.799999999999999,4.7,0.2,86.6,64.3,46.9,33.0,27.500000000000004,24.9,23.200000000000003,21.7,20.7,19.6,9.5,87.1,60.699999999999996,30.599999999999998,6.4,1.4000000000000001,0.3,0.0
"(3, 0, 3, 0, 3, 4)",86.31,85.2,56.49999999999999,20.5,1.0,0.0,0.0,0.0,87.8,78.3,62.7,32.1,13.900000000000002,6.0,0.4,85.5,65.7,47.199999999999996,31.3,25.6,22.5,20.8,20.0,19.1,18.6,10.4,85.8,63.800000000000004,35.099999999999994,7.3999999999999995,1.6,0.2,0.0
"(2, 2, 1, 3, 2, 0)",89.15,88.2,53.1,18.8,2.0,0.3,0.1,0.0,91.9,82.19999999999999,67.2,39.0,21.4,11.899999999999999,1.4000000000000001,88.8,72.8,64.5,58.5,55.800000000000004,53.800000000000004,51.9,49.6,47.0,43.4,10.2,89.1,65.4,42.8,18.4,7.8,3.5000000000000004,0.4
"(2, 4, 1, 1, 0, 0)",87.15,86.2,51.7,15.5,1.0,0.0,0.0,0.0,89.5,79.60000000000001,63.6,32.9,15.4,7.8,0.8999999999999999,86.5,65.10000000000001,49.0,37.7,34.2,32.6,31.8,31.5,30.8,29.599999999999998,9.9,87.0,60.9,32.0,8.7,2.5,0.7000000000000001,0.0
"(4, 0, 2, 4, 1, 4)",82.7,79.9,40.400000000000006,7.7,0.0,0.0,0.0,0.0,84.39999999999999,72.89999999999999,54.300000000000004,22.6,7.9,2.4,0.3,80.30000000000001,50.8,25.4,7.3999999999999995,3.8,2.8000000000000003,3.0,3.4000000000000004,4.0,4.8,10.100000000000001,80.9,49.2,16.8,0.8,0.0,0.0,0.0
"(1, 4, 4, 0, 4, 4)",66.02,67.30000000000001,56.8,42.699999999999996,19.900000000000002,7.3999999999999995,2.4,0.0,68.5,61.5,51.6,32.2,18.0,9.1,1.3,67.30000000000001,57.199999999999996,45.300000000000004,26.900000000000002,15.5,8.9,5.3,3.5000000000000004,2.5,1.9,9.9,67.4,58.199999999999996,46.7,26.200000000000003,12.8,5.6000000000000005,0.2
"(0, 3, 3, 4, 4, 1)",85.16,83.3,53.6,17.8,0.5,0.0,0.0,0.0,86.4,75.8,59.099999999999994,27.700000000000003,9.9,3.0,0.1,83.6,61.8,40.699999999999996,21.2,14.7,12.3,11.5,11.1,10.6,10.6,10.0,84.0,60.5,30.9,4.3,0.4,0.1,0.0
"(2, 3, 0, 2, 1, 2)",91.08,89.5,51.4,15.6,0.8,0.0,0.0,0.0,92.80000000000001,83.5,67.30000000000001,37.5,19.2,9.700000000000001,0.8,90.10000000000001,74.1,64.0,54.800000000000004,49.9,46.5,43.3,40.699999999999996,37.8,35.6,9.1,90.4,65.0,37.3,10.299999999999999,2.5,0.7000000000000001,0.0
"(4, 0, 0, 0, 3, 1)",85.18,84.6,55.800000000000004,19.5,0.7000000000000001,0.0,0.0,0.0,87.5,78.4,63.9,33.6,13.600000000000001,4.8,0.4,84.89999999999999,63.2,41.099999999999994,19.7,12.3,9.4,8.3,7.6,7.1,6.800000000000001,9.3,85.2,62.5,32.5,4.6,0.6,0.0,0.0
"(2, 4, 3, 4, 2, 4)",87.93,87.1,53.5,18.9,2.0,0.2,0.0,0.0,90.10000000000001,80.4,64.7,36.4,18.7,9.9,1.0,87.4,67.0,53.800000000000004,44.2,41.099999999999994,39.2,38.1,37.0,35.5,33.900000000000006,10.100000000000001,87.9,62.7,36.7,13.200000000000001,4.6,1.4000000000000001,0.0
"(2, 1, 4, 2, 4, 3)",88.33,87.6,55.00000000000001,19.5,1.9,0.2,0.0,0.0,90.7,81.6,67.2,39.0,21.0,11.3,1.2,88.0,69.8,56.99999999999999,47.199999999999996,42.699999999999996,40.2,38.1,36.1,33.2,30.7,10.100000000000001,88.2,64.4,38.9,13.4,5.1,1.9,0.1
